Frequency (Hz),Channel 1 (dB),Channel 2 (dB),Channel 2 (deg)
221.03520704140828,0.059846018617891981,-70.044895716838724,38.001913673988746
226.0360072014403,0.059883711484581374,-69.428797728481328,37.132295907992116
231.03680736147228,0.060012748917378594,-70.192194819368737,29.746339175072116
236.0376075215043,0.059934631528711584,-69.856342303966898,19.381348771787664
241.03840768153631,0.059724550547825592,-69.272805311527307,18.850778997616985
246.03920784156833,0.060157208922778795,-69.204321301399233,9.1454121512130087
251.04000800160031,0.059471264001111294,-69.003041470714408,2.6931294515173505
256.0408081616323,0.059754208433089255,-70.571728276388768,-5.6134521337042145
261.04160832166434,0.059775552616662335,-69.715082240305279,-7.3082611317328485
266.04240848169633,0.059663162269684503,-68.292353944819396,-11.902582177318777
271.04320864172837,0.060318700350365795,-70.606798582167301,-20.946229574386791
276.04400880176036,0.060252190186653239,-69.421462248773125,-26.489437174011243
281.04480896179234,0.060320177492158712,-70.323724954765737,-29.811223705206913
286.04560912182438,0.060495947995607924,-69.329122094854824,-39.126033877872032
291.04640928185637,0.060762040234727477,-70.09032989948895,-44.085599682750853
296.04720944188836,0.060612669083548704,-70.334643873562754,-48.063416690954057
301.0480096019204,0.060412834745453246,-69.810496218366026,-58.178587252684025
306.04880976195238,0.060273462327904551,-70.827803438152088,-65.589196803603613
311.04960992198437,0.060362808550092566,-70.876918667557106,-66.408795791988666
316.05041008201641,0.060084517557828225,-70.877917342341178,-77.448639188861961
321.0512102420484,0.060164969998473303,-71.203636864381124,-77.340610067695323
326.05201040208044,0.06024795662558851,-72.262597117233383,-88.479564117812387
331.05281056211243,0.060464534489681268,-72.095005225024323,-97.849176297726018
336.05361072214441,0.060173111162346853,-70.836547493015033,-107.92340087954548
341.05441088217646,0.060371654655137739,-71.373093837612743,-105.99092162577607
346.05521104220844,0.060582183794534408,-70.956970686264881,-109.35308957573444
351.05601120224043,0.060253761242278631,-72.601943379500568,-120.19071631601923
356.05681136227247,0.060501140525806955,-70.740737685151288,-140.95410511146733
361.05761152230446,0.059999373116183183,-72.304794552595141,-151.36365716171576
366.05841168233644,0.060345928829958609,-72.788110217988844,-154.4990236336169
371.05921184236848,0.060338670675424352,-72.750851943339796,-151.87359922777128
376.06001200240047,0.060510240944802007,-73.136763057027309,-162.9706432848547
381.06081216243251,0.060362821060216842,-73.794381980162186,-174.52420198325794
386.0616123224645,0.060213664212612622,-72.739613943199274,166.06354840470843
391.06241248249648,0.060316027016085037,-72.350520387193171,166.45352912785029
396.06321264252853,0.06051863537811724,-73.632039249033653,146.33129095571516
401.06401280256051,0.060089252533463047,-71.310814799794301,136.20905540983532
406.0648129625925,0.060125576483461327,-71.799257624879914,169.2852041638823
411.06561312262454,0.06037193179217086,-66.151504206029614,136.79268041655675
416.06641328265653,0.060030651729001364,-63.411068943859505,132.07191035044744
421.06721344268851,0.059983991757515821,-67.418114202502608,-51.460190305319387
426.06801360272055,0.060680507242946519,-59.794827557356591,37.008595518474984
431.06881376275254,0.060050555257635467,-56.78759403966302,134.13454449197189
436.06961392278458,0.060237862829062391,-54.994539944847546,140.25496853643716
441.07041408281657,0.060316347550190892,-55.199874017218953,-57.863495935132711
446.07121424284855,0.060322934198365027,-51.811750227758196,42.125237934040229
451.0720144028806,0.060626210943189401,-50.768201404412466,70.023476991231064
456.07281456291258,0.060399558514635902,-52.083662130369831,-117.83983009750541
461.07361472294457,0.059686379865039219,-50.808200621169149,168.36370408762173
466.07441488297661,0.060673971053602921,-49.568306754471578,77.687102211092665
471.0752150430086,0.060840209896519538,-49.267173091715868,-4.7822774947811411
476.07601520304058,0.060242549631147585,-50.147241368562817,-65.236832777566292
481.07681536307263,0.060194961251380366,-50.504746711030378,176.36620474522195
486.07761552310461,0.060259737198970376,-49.250210970192533,-30.09560344697644
491.07841568313665,0.060085099939035165,-48.785000162732253,37.981542689156321
496.07921584316864,0.060559601086043746,-48.848522028631358,-5.8353435651921401
501.08001600320063,0.060147836038323001,-49.751979725109408,-93.74228585202836
506.08081616323267,0.060562966355142051,-48.979723035908435,28.264329736891355
511.08161632326465,0.059582580383658656,-49.745372859004185,88.756729622487128
516.0824164832967,0.060189383120141209,-48.845458226729903,11.749994598483669
521.08321664332868,0.060210859417864804,-48.991446793827471,-13.71170026287945
526.08401680336067,0.059980906397119685,-50.44941578333799,100.80901443240825
531.08481696339265,0.060176115642480724,-50.716490266635084,159.48333309550713
536.08561712342464,0.060352817798178429,-50.040273384727989,48.742183328216001
541.08641728345674,0.060099741844456905,-49.580518828065792,-21.970466819222878
546.08721744348873,0.059996825669631298,-51.198890168718549,-177.8423993787861
551.08801760352071,0.060220524107382843,-50.051620368348033,-72.049887326223953
556.0888177635527,0.059732840977279773,-51.185556704912649,-126.13427017911857
561.08961792358468,0.059933119377761079,-53.199073663595087,109.72798938739322
566.09041808361667,0.059948467614557709,-53.413768648841675,53.802455212731203
571.09121824364877,0.05973044112164394,-53.016342548032753,-137.77306092410399
576.09201840368075,0.059925202262028146,-53.392454389674107,-65.589439944393234
581.09281856371274,0.060135861506198623,-54.004986470451129,-129.3289706786706
586.09361872374473,0.060210783924930761,-57.685531788790527,89.761046774754519
591.09441888377671,0.060122130910563565,-58.845885841454397,100.38060874946331
596.09521904380881,0.060305187491639413,-60.526401334635544,31.52464166894012
601.0960192038408,0.06006840348504483,-59.548591966134694,-51.516243548160041
606.09681936387278,0.059613086966077838,-59.617849539880638,-97.640116679482446
611.09761952390477,0.059735432669227762,-60.639839451108848,-160.68642185193633
616.09841968393675,0.060448404754619017,-64.104965948263725,147.61693994094179
621.09921984396874,0.060029223111946625,-70.695841166770194,53.820161494557333
626.10002000400084,0.059677577409461682,-75.865541410979432,-21.273011111898054
631.10082016403283,0.060176854749448949,-71.42527295823281,-94.418460685325414
636.10162032406481,0.060172523314964019,-67.695738701483023,-171.90037870255006
641.1024204840968,0.060467127450632596,-68.258885695133515,160.00379767766475
646.10322064412878,0.060485255848326543,-79.864859632823112,86.1779127414935
651.10402080416088,0.059934386574607916,-77.209789123340826,172.84457747614533
656.10482096419287,0.059997730061029791,-75.131749340248319,151.45958276731659
661.10562112422485,0.059798345252119897,-75.453346497220565,129.45539574924106
666.10642128425684,0.05989126203715945,-72.493395755160989,125.10401416731324
671.10722144428883,0.059911779658838288,-72.268013891342093,104.85970051980411
676.10802160432081,0.060290885375774816,-70.509120806253449,114.01471450385345
681.10882176435291,0.059447755025107837,-72.548578258508982,92.002950120038662
686.1096219243849,0.060121369538860749,-73.034077543384953,92.277950079132324
691.11042208441688,0.059904992386911257,-71.137973927990458,77.790545885877066
696.11122224444887,0.059901077702688231,-71.958432988047448,75.468629467153932
701.11202240448085,0.060163254914195788,-71.116152893421031,63.037980542488633
706.11282256451295,0.05986450373218842,-70.297360292082999,56.533540141625593
711.11362272454494,0.059883692781576792,-69.777043154312992,49.095721032064233
716.11442288457692,0.060142135391687876,-72.019835034694154,45.04156879574407
721.11522304460891,0.060341452094424673,-71.4599221553582,42.497215376296687
726.1160232046409,0.060004513690264133,-70.671364868329817,29.709895967632377
731.11682336467288,0.060040912307947183,-70.716802935285955,21.296266090192475
736.11762352470498,0.060369305056762815,-70.660767852624417,34.691498983493105
741.11842368473697,0.059879686803181134,-70.563167568173839,24.219692950247349
746.11922384476895,0.059959232454710291,-69.857210472539933,12.400530358360726
751.12002400480094,0.060158612171315282,-70.521145545705181,4.7087564524463232
756.12082416483292,0.060366546344159847,-70.186484798100011,-5.4472807645502996
761.12162432486502,0.060104110658388193,-70.541007440694131,-3.1537976194521491
766.12242448489701,0.059973493297524431,-69.879006232246056,-14.739902178252947
771.123224644929,0.060005486351231277,-71.329198456252541,-19.400805288567113
776.12402480496098,0.060068754184175836,-69.825810834897851,-17.772268468888626
781.12482496499297,0.059887473348913908,-71.19087610519486,-34.134936226181708
786.12562512502495,0.060456046622897941,-70.687728837788043,-37.675282692661341
791.12642528505705,0.059580134112850382,-72.828977851659758,-58.614272278450478
796.12722544508904,0.059761457411581939,-71.214292002283656,-37.232022153141813
801.12802560512102,0.060158984062780044,-74.62909458605003,-51.153026373198543
806.12882576515301,0.060181675959751151,-70.758186373007817,-71.825353387759861
811.129625925185,0.059796692576037411,-69.149031324414679,-90.701177303408258
816.1304260852171,0.059837066470258188,-68.78143514906985,-89.394523974611772
821.13122624524908,0.060157941168422109,-71.488369579638757,-24.437571840940734
826.13202640528107,0.060025105223200037,-70.134190427663199,-38.888632876283296
831.13282656531305,0.060154145067179726,-70.65053910267666,-176.47288509892184
836.13362672534504,0.059923806274136578,-72.487463362732342,60.477985365769854
841.13442688537702,0.060252314296181025,-72.607023842494243,72.657380482598953
846.13522704540912,0.06001145921914261,-66.844646072521982,86.064521651962309
851.13602720544111,0.059978761699401348,-65.038488603762431,32.319359577648413
856.1368273654731,0.059736054609441896,-62.85395838198454,109.05187083666607
861.13762752550508,0.060477996361841438,-61.808649667236104,60.307579036609027
866.13842768553707,0.059753586651035515,-57.809295810449235,-149.77844190720577
871.13922784556917,0.060118984187518203,-56.955893717021141,-136.75655136634154
876.14002800560115,0.059982984888864548,-56.493871298338647,-133.20105542274757
881.14082816563314,0.059110018598390678,-57.369293844770766,-10.189143805954743
886.14162832566512,0.060523783578563313,-55.007438406951266,114.3671670972829
891.14242848569711,0.060173460574928235,-54.932397130587802,-125.35777502177234
896.1432286457291,0.059754775597555786,-54.244112048296635,59.693120072539017
901.1440288057612,0.059938521489735844,-53.541372916355996,-133.72637012026667
906.14482896579318,0.060031378801428656,-52.769776118357335,146.73533419466256
911.14562912582517,0.060145730206690694,-53.264682502928522,-116.89039894676873
916.14642928585715,0.060040985104456809,-53.598351909611011,-84.519883520445546
921.14722944588914,0.059393135650306073,-52.417085268804946,-162.12638381148855
926.14802960592124,0.059863495250262633,-51.376842237225347,71.339080587297815
931.14882976595322,0.059951801409755937,-52.735872709863415,-81.593349529986213
936.14962992598521,0.06038141719630595,-51.548634635530433,146.51489094343839
941.1504300860172,0.059742630415884915,-51.002153855410022,83.394171687676987
946.15123024604918,0.059419739891807738,-50.983495145995334,60.318534455059194
951.15203040608117,0.059223567010152002,-51.351117061351488,13.357056229503257
956.15283056611327,0.059547068915429477,-50.783437675674918,34.56446410032666
961.15363072614525,0.060194564549057666,-52.112433979412536,-59.239258438863203
966.15443088617724,0.060091663517006677,-52.184491668857511,-172.23891152248387
971.15523104620922,0.060202713672654243,-50.764548708502836,31.45009074786428
976.15603120624121,0.060156467561280985,-51.081086520989217,93.356242469403099
981.15683136627331,0.060531846273488635,-50.986284050414909,-21.210601956453885
986.15763152630529,0.059713969009572321,-52.28426721516626,-160.02171103554707
991.15843168633728,0.06083412055419149,-50.633687501840228,6.9001377053856281
996.15923184636927,0.060195558127202772,-50.686345146932567,46.363509137997994
1001.1600320064013,0.060188462787906717,-51.454888588600305,-77.353493591046174
1006.1608321664332,0.059643635090798702,-50.963800527049358,56.701073468269257
1011.1616323264653,0.060356893035591781,-52.096898270382582,-128.85571516361421
1016.1624324864973,0.05912802171236077,-51.578558788082418,-90.350354216528103
1021.1632326465293,0.059546587996498035,-51.967300787329613,-124.97378543449892
1026.1640328065614,0.059361191741366559,-50.961305788304188,34.030886013800242
1031.1648329665934,0.060118434312153482,-52.286489499519853,152.50877614629181
1036.1656331266254,0.060453836578123407,-52.182314893968069,-175.93184666801682
1041.1664332866574,0.059992701162211483,-50.910626617173634,35.5505932236874
1046.1672334466894,0.060233887818715623,-52.115430143128194,149.18781611350369
1051.1680336067213,0.060008343009040274,-52.498743370932523,129.58845917588977
1056.1688337667533,0.060213255710515091,-52.314067755068507,128.78573757842992
1061.1696339267853,0.059923532124305547,-50.974095233940162,-41.754565857786247
1066.1704340868173,0.060446937568203449,-51.014357988818688,-73.501173470085746
1071.1712342468493,0.059752068365188746,-52.29084724699608,166.614687931296
1076.1720344068813,0.059765228317140734,-51.264839700985981,-42.753863467627895
1081.1728345669135,0.059653302259044243,-52.830814600519574,139.67498507981134
1086.1736347269455,0.059803907225269806,-51.70764362352611,-78.436028543625582
1091.1744348869775,0.060092157791739542,-52.050766794648062,-41.250920016119167
1096.1752350470094,0.059673042160173141,-52.870560898045653,20.303740884590525
1101.1760352070414,0.060590358823088351,-53.232182630551591,129.50316480416373
1106.1768353670734,0.060018739303409313,-53.390121035015383,101.2549405942495
1111.1776355271054,0.059331421322372867,-53.083189453041825,159.70076450088931
1116.1784356871374,0.060262547765588433,-53.763658965539477,143.79991036024916
1121.1792358471694,0.059955415590984308,-53.49912943206543,-89.94100720011825
1126.1800360072014,0.060486772099867907,-54.776379824658918,-20.100802343289345
1131.1808361672333,0.060003348448273527,-54.568649922789795,74.757051439471581
1136.1816363272656,0.059820073647263342,-55.605534763155163,23.703279765335481
1141.1824364872975,0.060862381184182981,-55.730287584273547,-18.44507799451452
1146.1832366473295,0.060191089200784878,-55.298555741368041,103.44956855449254
1151.1840368073615,0.060370482830246687,-57.034077566878871,-4.7534354276022839
1156.1848369673935,0.060154915792373101,-57.065797688239464,45.807421079026653
1161.1856371274255,0.060771022328286808,-56.775328246877599,-119.51849350558612
1166.1864372874575,0.060098237619397685,-56.835908920867986,160.01721137275032
1171.1872374474895,0.060102727261921562,-56.863156553532349,152.31149327869218
1176.1880376075214,0.059957368425697107,-57.218897789738669,149.32371538528332
1181.1888377675534,0.060287843451468884,-59.4525306009998,-18.971259882188519
1186.1896379275854,0.060290603691649819,-60.781848618236708,-46.671048564383497
1191.1904380876176,0.05979198279601744,-62.086784201301207,-121.75553679973314
1196.1912382476496,0.060374418890211931,-61.482482897508419,-16.89824101439639
1201.1920384076816,0.060151716913133688,-62.11844077536928,-173.76962974201408
1206.1928385677136,0.060219582306270385,-61.000550533379361,9.1969873882483064
1211.1936387277456,0.060186459195623099,-64.925334929623673,-174.4726095868763
1216.1944388877776,0.060268582239086946,-61.328063839278578,14.527717478131464
1221.1952390478095,0.060257485488790515,-65.035083923347287,-19.414697308897651
1226.1960392078415,0.05989032641539254,-63.192086187482431,40.930280910522697
1231.1968393678735,0.060217858040379289,-64.005162114721642,13.590613616922013
1236.1976395279055,0.060293545834903269,-67.750056858785356,-76.732381493489925
1241.1984396879375,0.059872502413034878,-66.951989714416754,-74.981227644549577
1246.1992398479697,0.060297154721859217,-68.003132811829403,-20.210447554696259
1251.2000400080017,0.060566908201353742,-69.775763649473589,-3.2682748812111413
1256.2008401680337,0.059794821708918283,-66.385836270063095,90.498771243245443
1261.2016403280657,0.060076199768493335,-64.892647362254763,50.836695558259876
1266.2024404880976,0.06038763352395727,-68.884881648718277,70.233602862598758
1271.2032406481296,0.060743778322163718,-61.580020114300694,29.491673890361703
1276.2040408081616,0.060553316105254731,-61.66291986983979,-41.580996836024973
1281.2048409681936,0.059620428573888357,-70.04421311603376,75.599757881377158
1286.2056411282256,0.060313184773102366,-64.348644842913558,12.133755479651128
1291.2064412882576,0.060555255354202475,-63.069405076779574,-28.052691734456758
1296.2072414482896,0.059993724245023694,-62.21471902248399,-67.622978187429084
1301.2080416083218,0.060006418280963252,-62.642170271873411,101.63073933791236
1306.2088417683538,0.059843697928092729,-59.513278974829845,-78.907996766417511
1311.2096419283857,0.05964739981126569,-62.302699997685508,113.10812866491793
1316.2104420884177,0.059792856477002825,-60.891694888113662,57.688988697051016
1321.2112422484497,0.060238445374525627,-58.619230202938581,-104.62754876793582
1326.2120424084817,0.059922175176242702,-59.541102423556886,47.08529185178817
1331.2128425685137,0.060536601467475089,-58.310503772021811,-12.233176099674949
1336.2136427285457,0.060483145155183507,-58.539508944501584,30.02734943743792
1341.2144428885777,0.059764049776087708,-57.99824651992062,165.47024993797058
1346.2152430486096,0.060717655394931659,-56.923327222792814,-96.408120932605016
1351.2160432086416,0.059908245600934898,-56.607127230939184,-68.66292275332853
1356.2168433686738,0.061284932598864694,-56.356743258040012,-69.931218828978331
1361.2176435287058,0.060440097493372105,-57.380199546094929,64.554624525334276
1366.2184436887378,0.059955885923132772,-56.314030700920945,150.03559154399585
1371.2192438487698,0.060115428567754647,-56.903078978580481,59.87517876621191
1376.2200440088018,0.060447896041179588,-55.68757535282959,-40.232479344736547
1381.2208441688338,0.060026492558720931,-55.913107111639384,-69.900203520334557
1386.2216443288658,0.060034203028245636,-55.969428988058823,-14.318322901752154
1391.2224444888977,0.06026894878349804,-55.954559788233837,-50.584560241708559
1396.2232446489297,0.060254046784076587,-55.703561665912751,37.122693585364232
1401.2240448089617,0.05940497834096195,-54.657508415904623,170.47262133401017
1406.2248449689937,0.060093051817752291,-55.454306867368778,18.431358513125438
1411.2256451290259,0.060587445624119537,-54.983577220418255,-108.94868380978627
1416.2264452890579,0.059921048927574647,-54.58967181975035,-173.54894504655533
1421.2272454490899,0.060103706994171599,-55.347336066986308,0.11870934517126841
1426.2280456091219,0.059906908046123322,-54.473397316618886,72.621307165391272
1431.2288457691538,0.060583933262424117,-54.615908343278512,-24.588109042194645
1436.2296459291858,0.059658641049900117,-55.01692135305818,-125.76325457413665
1441.2304460892178,0.059492059115536504,-55.000811007103216,-167.67601968701615
1446.2312462492498,0.060481059512602763,-54.404227637570479,21.835027240162987
1451.2320464092818,0.060225040042195914,-55.134062866927309,-38.485173503788928
1456.2328465693138,0.06036743733312331,-55.335163384026259,-87.896152009955983
1461.2336467293458,0.060145710238982297,-54.583786541110662,134.14391215847621
1466.234446889378,0.059983076257291476,-54.67701511100416,-37.236736919561906
1471.23524704941,0.060501704842636353,-53.760986093508798,78.233945176183724
1476.2360472094419,0.060068188167266084,-54.984722890425886,167.51479148687662
1481.2368473694739,0.060116063672318309,-54.501969667006648,115.90581084414652
1486.2376475295059,0.061365255939398629,-54.306297723603208,-35.907863456595912
1491.2384476895379,0.059897073171211422,-54.037549234283503,75.141347819669008
1496.2392478495699,0.060850389948016552,-55.165856075165706,-171.72134423362908
1501.2400480096019,0.061016364671440601,-54.696700792079042,-81.236108164928197
1506.2408481696339,0.061152308566548498,-53.768913825512776,-12.792649144900992
1511.2416483296658,0.060933036070768512,-54.087593122584948,13.509497518443141
1516.2424484896978,0.060269000059016212,-54.787998358520873,-84.937566049386888
1521.24324864973,0.060582435101628251,-54.762617281050481,85.775893667797334
1526.244048809762,0.059837690283781018,-55.521476365656753,165.80966064625673
1531.244848969794,0.060578201970978789,-53.911109090543981,-29.838566376500125
1536.245649129826,0.061112909722677307,-55.192179539749901,169.23590565218979
1541.246449289858,0.060145555658983392,-53.928686518316582,-70.494238136962565
1546.24724944989,0.059952202508306976,-55.21223436966369,116.57429527282548
1551.248049609922,0.060102954058634347,-54.237352273016683,-73.812814619439052
1556.2488497699539,0.060476211517369094,-55.412648257816301,126.83123297084612
1561.2496499299859,0.06018600760888413,-53.979213007841679,-29.348591112033006
1566.2504500900179,0.059761445790661546,-54.805729277691164,-137.51620421792694
1571.2512502500499,0.060091268660351395,-53.942778399391173,-8.972259935909463
1576.2520504100821,0.060794903278575251,-54.399654199351488,-43.12852018828503
1581.2528505701141,0.059339651224718779,-55.150610372631718,157.12949376257453
1586.2536507301461,0.059978993402604562,-54.963478707110021,164.8786637546622
1591.2544508901781,0.060074442166367537,-54.915722546936223,37.330716825679914
1596.2552510502101,0.060090495228895535,-55.142723603579284,-8.1228152205587492
1601.256051210242,0.060455913079761919,-54.740734758366884,-157.064456790956
1606.256851370274,0.061258237631713439,-55.333995573131382,106.98396441898824
1611.257651530306,0.060498394249109959,-55.503828964714835,69.326922375348886
1616.258451690338,0.060123304071088957,-54.902887657999202,-126.05312987258935
1621.25925185037,0.06051402889551722,-54.71276673819407,-67.121507432966055
1626.260052010402,0.060841494607353191,-55.496867176984267,51.501492441790219
1631.2608521704342,0.05997654962131601,-55.509560845901724,-163.85917735949641
1636.2616523304662,0.060722753412800479,-56.094989399698854,29.364578330960256
1641.2624524904982,0.061111140431334074,-55.748341059146789,-10.105402922260851
1646.2632526505301,0.060676922460298155,-56.149500816985125,2.6511420130186423
1651.2640528105621,0.061126535793688756,-55.988850991015568,-28.894769319644851
1656.2648529705941,0.059644426472700948,-56.261559465037479,149.53981429014863
1661.2656531306261,0.060030043826717491,-55.554287211354406,79.654123064605798
1666.2664532906581,0.060536714035484829,-56.990115500654177,12.32031469799886
1671.2672534506901,0.060513440950374579,-55.801939031129976,112.48737769948079
1676.2680536107221,0.060549722075492501,-56.200338099518525,-10.268784842890298
1681.268853770754,0.06121311329564328,-56.146967747920833,-89.110811499565784
1686.2696539307863,0.060798629446100962,-56.743573176996101,89.189857978674681
1691.2704540908182,0.060702712264287938,-56.763354724839743,-65.792087924468419
1696.2712542508502,0.060775553901083204,-55.35771948219157,74.34131266596836
1701.2720544108822,0.060478472275178566,-57.287627839990293,-124.53631593099823
1706.2728545709142,0.060937826002804521,-55.997934021778939,115.61881081214588
1711.2736547309462,0.061380787301173759,-58.078594126121459,47.290606166810377
1716.2744548909782,0.059999730856281228,-57.973219995256869,-128.60728681968504
1721.2752550510102,0.060650383058395992,-58.202265829982011,74.438675510692065
1726.2760552110421,0.060363604157171187,-61.367748171255045,-58.527209374232129
1731.2768553710741,0.06106512889677071,-59.23507534829514,38.528298628743642
1736.2776555311061,0.060298561756261027,-61.278355932284541,-57.323262493435095
1741.2784556911383,0.060510116315957985,-61.168647291830275,56.148334736641942
1746.2792558511703,0.060593224679034663,-65.36362643281764,-131.06901729362491
1751.2800560112023,0.061370693908146388,-56.031207258444681,-5.7849781777822784
1756.2808561712343,0.060904038682603925,-64.708689729857952,71.42495989162154
1761.2816563312663,0.060255224098419165,-63.205501070193193,8.4539672064364169
1766.2824564912983,0.060658006050155283,-62.785616655718677,-171.34152337763618
1771.2832566513302,0.060753189162095968,-62.135308556989941,-58.090712016343559
1776.2840568113622,0.060493992796965435,-57.542662960716164,-98.823379236438399
1781.2848569713942,0.060805765436440756,-56.756558404429079,3.2784798863040319
1786.2856571314262,0.06081050641093922,-61.184849055568577,138.87940383978986
1791.2864572914582,0.061453386470305439,-61.092836602479814,-157.5673036316864
1796.2872574514904,0.060762217305857569,-65.544079517805187,-39.526845997914961
1801.2880576115224,0.061140056927014824,-57.957170140681328,167.89411943418799
1806.2888577715544,0.061331383750279973,-58.346503691390041,-19.144183069311595
1811.2896579315864,0.061249828353762213,-62.028583330853962,17.521998073243935
1816.2904580916183,0.061268807810882155,-69.58348845412992,2.7128387413731048
1821.2912582516503,0.061078589161925864,-58.840611892629234,-145.04246395434754
1826.2920584116823,0.059961776059841952,-61.309161484249387,55.531479573559636
1831.2928585717143,0.060750923599069286,-61.362424185218089,46.933346704399355
1836.2936587317463,0.060008651010088725,-64.583869135216204,-175.32444097138637
1841.2944588917783,0.061270247095874954,-66.308259841896884,113.76152328362626
1846.2952590518103,0.060441760526825684,-65.024654394073224,-80.544903286124054
1851.2960592118425,0.060144601126328578,-63.536444024452265,90.237070155667027
1856.2968593718745,0.06157778531962832,-57.63700874858845,-101.31818975925603
1861.2976595319064,0.0610264713790237,-57.574768253666697,-50.457195254511987
1866.2984596919384,0.060452324582114539,-58.325965078682543,3.0496081299210616
1871.2992598519704,0.060928517788430489,-57.747187586987955,-102.37118894544051
1876.3000600120024,0.060984102341204938,-60.427813984362011,-109.96130901613894
1881.3008601720344,0.061247427845876751,-59.525114256508751,132.09722598253768
1886.3016603320664,0.060359844303594187,-58.430987464896887,-119.81077364166737
1891.3024604920984,0.061146123362437924,-60.882372501792197,3.3864172128347114
1896.3032606521303,0.060714237169854877,-61.316202907687575,-144.42982166845962
1901.3040608121623,0.060381936474393508,-58.856062194857905,-93.087254703102602
1906.3048609721945,0.061396828602055531,-60.797008561815034,-68.523861374133091
1911.3056611322265,0.061680189790840306,-60.432071055342753,24.183369719204677
1916.3064612922585,0.060762150932937728,-59.622563562604434,-160.52119538764924
1921.3072614522905,0.060616073661784703,-60.843089626137512,32.31643898653283
1926.3080616123225,0.0612774654584224,-59.314580406901683,158.45750880844258
1931.3088617723545,0.061750050966832039,-61.432740707647405,-55.917089137962364
1936.3096619323865,0.060520313441104208,-58.689576640925878,115.31101589112097
1941.3104620924184,0.060763194508663028,-61.271973989134231,-88.462980973297235
1946.3112622524504,0.060782334143622219,-60.181311371906439,160.28891524660128
1951.3120624124824,0.060793083179652332,-61.379455274716662,-132.97987583009404
1956.3128625725144,0.060925597588896915,-58.956763609528046,35.570625711495744
1961.3136627325466,0.060708337936494772,-59.725025713269858,81.695003759211616
1966.3144628925786,0.060881732136308368,-59.902076126361649,116.50747167909101
1971.3152630526106,0.06098211040656866,-59.885091870139235,-168.66133994794825
1976.3160632126426,0.061045915428933346,-60.364413572424652,127.3027014467404
1981.3168633726746,0.061515580943930816,-59.620785702240859,101.6191685157175
